N,P,K,temperature,humidity,ph,rainfall,label
61.41,39.07,34.9,19.87,95.2,6.15,2540.75,rice
55.08,79.86,18.52,32.47,66.27,6.84,57.29,blackgram
21.38,75.52,20.2,36.81,46.74,7.7,88.34,pigeonpeas
26.87,52.99,13.83,27.2,61.74,7.04,1197.43,pigeonpeas
76.39,15.22,58.62,27.41,85.38,6.91,42.57,watermelon
32.77,27.2,20.41,29.3,90.39,7.79,131.56,orange
95.65,52.75,47.49,30.59,89.04,5.88,260.39,jute
39.15,149.69,199.74,23.18,82.0,6.63,75.26,grapes
57.8,65.36,44.5,35.13,86.57,7.0,1508.86,papaya
65.01,38.91,38.46,20.93,89.03,5.49,203.08,rice
35.47,14.39,18.23,31.87,95.99,8.13,1038.6,orange
74.99,66.29,35.2,22.81,64.35,6.23,130.69,cotton
77.06,47.51,42.49,33.93,87.58,6.6,197.98,jute
14.6,18.84,24.94,27.65,52.61,6.35,841.59,mango
60.84,35.79,47.67,32.33,92.94,6.36,2577.95,jute
125.76,38.59,18.22,26.98,41.66,7.63,105.67,cotton
77.86,20.41,45.3,30.06,93.13,6.58,353.75,muskmelon
122.08,22.52,36.85,22.74,61.52,7.12,1507.98,coffee
17.21,37.78,14.02,32.24,92.73,6.59,38.32,mungbean
18.47,63.37,20.83,26.65,57.56,6.89,45.14,lentil
58.55,58.42,37.44,25.61,98.38,7.42,217.8,jute
49.3,87.45,43.12,23.37,55.64,5.81,166.39,pigeonpeas
92.76,36.36,46.52,35.55,93.51,6.83,329.21,jute
22.83,38.19,18.71,31.54,60.14,6.04,367.02,mothbeans
123.38,37.37,49.59,24.07,56.65,6.83,583.12,wheat
37.78,25.1,44.48,24.19,86.74,5.87,725.45,pomegranate
98.41,34.48,40.56,13.43,60.37,6.44,724.25,wheat
46.75,43.5,46.61,19.16,80.33,7.87,163.54,soybean
22.3,122.26,220.09,24.39,93.49,6.68,1185.05,apple
35.64,57.27,24.64,24.52,59.23,7.73,616.2,mothbeans
26.02,37.16,23.49,32.65,45.27,8.96,707.81,mothbeans
14.5,56.98,19.8,28.21,64.43,7.01,493.53,lentil
41.5,85.82,22.44,26.98,58.04,5.95,49.34,lentil
15.98,20.21,23.2,28.53,46.71,6.36,823.32,mango
33.07,41.54,20.55,31.42,77.41,6.52,628.55,mungbean
101.19,26.46,54.57,26.2,87.4,6.13,52.98,watermelon
92.21,46.25,43.28,31.83,95.75,7.29,2501.26,jute
23.88,55.88,18.92,31.1,91.74,6.18,50.24,mungbean
43.11,56.41,15.43,26.89,84.63,7.41,437.41,mungbean
97.79,42.25,15.56,17.33,60.38,6.67,61.35,maize
40.4,27.84,35.78,27.2,99.52,6.14,188.16,coconut
68.98,74.39,47.96,27.87,92.78,6.96,1326.41,papaya
122.21,40.32,38.25,17.84,49.82,6.99,574.61,wheat
86.83,24.59,31.8,29.1,71.53,6.51,197.53,coffee
76.23,43.4,47.35,25.76,88.12,7.32,181.13,rice
44.4,49.89,50.0,42.68,86.76,6.66,2288.43,papaya
38.11,72.19,18.43,31.27,64.45,7.36,351.7,lentil
82.93,31.8,46.43,28.54,97.17,6.85,350.0,muskmelon
17.01,9.73,24.73,27.05,96.89,5.65,212.19,coconut
95.13,89.64,46.23,24.31,80.94,6.3,83.84,banana
190.46,75.44,68.79,27.06,61.96,7.01,2574.09,sugarcane
30.99,42.31,33.26,38.4,59.78,7.97,137.3,pigeonpeas
34.37,148.92,206.27,20.52,78.64,6.6,731.29,grapes
96.16,52.48,25.72,14.27,55.68,7.61,489.7,wheat
46.77,61.45,66.17,14.98,28.29,7.22,37.33,chickpea
17.28,29.48,33.78,20.86,95.93,6.05,914.89,pomegranate
118.64,98.88,44.88,26.98,87.29,5.52,1020.67,banana
79.95,14.18,57.52,25.17,88.48,6.44,61.7,watermelon
14.06,61.04,15.64,23.65,63.84,6.72,53.28,lentil
91.69,48.35,42.18,26.54,89.47,7.11,2393.05,jute
98.27,35.97,33.4,25.03,63.63,8.65,987.67,sorghum
95.25,20.48,54.91,25.76,99.07,6.42,20.13,muskmelon
33.44,66.55,60.84,14.34,30.8,6.3,67.89,chickpea
55.74,62.42,47.34,27.2,46.94,7.17,596.23,sorghum
76.89,23.9,52.0,27.85,79.96,6.31,39.08,watermelon
111.05,34.91,44.63,32.65,40.35,6.55,768.09,cotton
94.46,16.27,47.1,30.69,98.45,6.08,350.0,muskmelon
38.02,146.15,180.58,25.81,77.69,6.32,65.76,grapes
20.94,43.88,26.53,23.13,47.55,3.97,564.76,mothbeans
17.67,18.68,26.98,28.09,90.58,5.44,1611.98,coconut
92.5,62.91,24.79,25.12,51.03,6.71,370.78,wheat
40.65,75.26,42.09,40.21,92.54,6.53,1386.53,papaya
29.94,137.34,218.59,20.58,86.66,6.04,1124.54,apple
35.0,16.53,37.18,29.72,89.05,6.39,154.1,coconut
33.49,12.58,42.38,25.34,97.27,7.2,98.62,pomegranate
17.4,18.99,38.7,25.98,96.85,6.17,97.19,pomegranate
56.73,58.64,25.16,26.18,69.44,7.89,134.35,soybean
41.09,39.41,21.49,30.71,67.72,7.49,28.04,mothbeans
37.13,27.13,27.71,29.11,95.19,5.78,222.25,coconut
113.42,16.63,55.44,28.84,87.09,6.7,25.24,muskmelon
61.55,34.02,41.2,32.99,52.03,8.38,1043.23,sorghum
48.62,56.2,22.06,32.17,65.79,6.96,592.91,blackgram
25.44,12.57,39.62,20.63,96.55,7.09,912.32,pomegranate
35.59,14.94,19.94,28.7,97.42,7.5,1082.04,orange
116.3,31.45,31.59,34.87,57.91,6.17,104.24,cotton
32.24,124.45,207.76,25.33,86.03,5.82,76.92,grapes
39.62,18.31,48.04,21.38,82.0,6.64,852.75,pomegranate
114.05,63.47,57.54,33.76,68.49,5.88,1102.84,sugarcane
57.4,37.52,20.77,23.76,52.95,7.13,634.81,maize
25.16,135.27,194.39,7.71,88.91,6.48,503.68,grapes
29.95,30.2,46.83,17.7,98.12,5.91,120.0,pomegranate
23.38,52.8,90.8,18.26,21.09,7.98,50.17,chickpea
22.1,81.11,25.08,29.22,68.48,6.04,576.38,lentil
55.7,45.41,47.08,37.11,99.59,6.75,1691.9,jute
14.37,17.96,16.56,10.73,85.52,8.05,106.31,orange
42.11,70.2,14.56,33.13,59.76,6.67,464.65,blackgram
100.04,24.66,47.06,32.34,41.01,8.58,115.97,sorghum
37.59,13.22,34.66,28.05,92.79,6.04,174.78,coconut
28.56,26.06,47.5,20.89,80.86,5.6,1006.77,pomegranate
42.48,86.12,40.14,32.44,71.84,6.25,136.3,soybean
85.47,13.9,31.22,27.02,59.76,6.6,1358.28,coffee
126.7,11.55,50.87,28.26,86.25,6.13,350.0,muskmelon
55.03,58.38,46.87,39.42,92.32,6.34,245.67,papaya
41.2,64.41,23.15,24.28,25.11,6.0,981.1,kidneybeans
31.15,64.73,24.09,31.49,80.8,6.05,43.85,mungbean
69.93,37.93,36.43,27.91,79.05,6.96,253.91,jute
27.25,15.67,42.78,25.34,92.77,7.04,102.03,pomegranate
114.58,25.52,22.79,31.95,35.39,7.88,48.79,sorghum
55.77,72.07,91.7,17.79,32.24,7.23,97.7,chickpea
121.6,13.88,36.63,24.7,59.7,6.66,153.9,coffee
24.65,82.04,13.85,16.65,22.31,5.67,80.22,kidneybeans
44.57,81.95,82.67,20.62,34.48,7.9,79.71,chickpea
40.12,79.71,20.96,28.95,63.83,7.87,398.53,lentil
74.2,32.8,46.24,27.85,91.66,5.82,2800.0,rice
30.3,139.56,188.44,24.31,90.11,5.36,109.84,apple
84.03,31.68,58.85,28.47,95.37,6.04,28.84,muskmelon
65.37,44.42,48.31,26.78,98.1,6.72,1919.06,rice
51.53,77.01,49.81,25.16,45.88,8.1,654.43,soybean
78.61,94.25,42.18,30.58,87.62,6.53,863.14,banana
129.07,30.89,47.87,23.06,88.72,6.7,58.17,watermelon
109.56,42.26,39.63,22.82,55.26,6.96,160.24,sorghum
33.46,10.49,39.82,19.87,95.49,5.6,1036.73,pomegranate
25.24,67.84,77.02,24.32,22.04,8.64,51.82,chickpea
27.18,12.25,30.29,25.52,87.81,6.07,2179.8,coconut
19.56,76.54,23.45,18.76,23.57,5.61,85.25,kidneybeans
28.21,49.43,21.35,28.29,85.75,6.49,40.11,mungbean
17.72,28.35,12.83,16.23,94.58,6.0,1112.16,orange
71.79,50.18,52.63,33.44,94.91,6.48,1366.74,papaya
89.46,96.17,43.69,28.85,81.35,5.56,115.4,banana
88.06,35.28,47.89,30.83,82.91,7.53,258.55,jute
24.62,137.66,212.84,39.58,82.2,6.49,720.57,grapes
17.12,127.3,218.86,23.93,94.62,5.65,115.46,apple
33.38,17.83,24.58,27.2,98.82,5.49,1127.15,coconut
99.91,65.33,43.55,27.9,78.7,5.76,82.58,banana
46.85,61.15,49.96,39.7,94.65,6.98,1416.77,papaya
100.25,14.87,36.62,27.15,47.79,6.2,1856.22,coffee
32.98,112.42,185.65,23.23,98.14,6.59,114.54,apple
20.43,79.35,44.02,27.67,81.08,7.36,775.31,soybean
16.68,15.35,19.25,15.47,95.74,7.65,846.02,orange
60.19,50.67,43.39,28.06,87.54,6.4,2166.88,papaya
40.5,60.95,38.07,39.39,58.94,5.53,182.86,pigeonpeas
31.31,30.21,37.65,30.42,99.19,6.28,193.62,coconut
119.18,31.45,57.25,23.21,82.37,6.53,46.54,watermelon
15.01,15.2,43.63,21.47,99.3,7.33,812.67,pomegranate
103.75,67.51,16.91,31.96,76.27,6.15,1365.75,cotton
69.66,48.13,30.24,18.88,62.67,5.65,60.5,maize
26.57,20.28,39.51,22.76,85.48,5.97,888.6,pomegranate
38.95,51.72,23.05,28.02,83.95,6.17,46.06,mungbean
34.1,134.85,184.97,21.28,92.42,6.31,125.94,apple
26.3,145.1,190.41,19.51,76.82,6.53,78.69,grapes
122.39,46.65,93.15,38.3,67.78,5.97,266.74,sugarcane
64.42,62.94,49.2,36.47,89.09,6.53,262.65,papaya
55.81,68.25,24.68,27.96,60.3,6.89,78.09,blackgram
40.67,81.2,15.55,25.75,72.79,7.22,472.28,blackgram
75.48,41.5,35.59,14.12,61.76,6.42,47.17,wheat
93.28,41.98,33.91,21.33,83.45,6.39,242.54,rice
35.14,23.43,47.43,22.23,82.95,7.14,1029.01,pomegranate
30.65,13.72,41.68,26.14,91.74,5.79,965.93,pomegranate
42.63,52.38,24.27,28.3,59.12,6.58,65.42,blackgram
131.63,86.0,60.99,30.74,82.53,5.91,231.48,sugarcane
39.84,35.59,28.01,30.69,43.41,6.25,106.85,mango
18.73,22.93,40.2,24.57,94.38,5.97,117.74,pomegranate
40.2,26.51,48.4,21.99,92.63,5.8,114.43,pomegranate
108.12,80.2,46.81,27.64,75.0,5.63,127.91,banana
34.2,23.93,19.93,11.17,92.87,7.65,955.74,orange
35.71,13.65,48.42,23.01,91.7,6.74,829.38,pomegranate
23.9,51.15,40.27,38.22,69.07,7.84,492.82,pigeonpeas
62.59,80.14,24.13,32.84,60.83,6.82,654.09,blackgram
15.56,30.1,13.34,10.56,87.43,7.0,786.14,orange
115.04,40.09,37.89,22.64,55.35,6.41,1128.77,cotton
34.58,32.4,34.46,36.62,54.46,6.05,695.17,mango
51.01,60.77,13.85,30.72,67.95,7.75,58.62,blackgram
73.6,25.54,48.62,29.13,97.8,5.83,26.02,muskmelon
83.56,77.55,56.27,25.97,87.27,5.98,87.94,banana
18.21,37.95,21.65,28.48,89.97,6.23,43.98,mungbean
91.15,53.76,48.11,25.3,68.22,8.07,420.63,sorghum
104.73,50.65,48.43,22.59,98.49,6.32,296.55,rice
52.94,54.46,66.03,22.45,24.07,7.22,78.17,chickpea
41.43,71.62,21.09,30.3,59.79,7.69,543.87,lentil
92.34,29.29,28.28,22.49,55.19,7.28,1188.74,coffee
94.29,36.96,39.61,27.8,90.76,6.46,2301.23,jute
36.99,49.57,53.62,43.5,94.31,6.85,1206.65,papaya
33.26,42.68,17.83,32.34,61.09,6.88,81.93,mothbeans
22.12,62.43,20.46,30.91,81.22,7.64,667.91,soybean
23.74,71.88,21.68,24.01,23.07,5.76,956.84,kidneybeans
62.71,53.31,38.39,25.96,80.37,6.87,1291.32,soybean
89.4,49.17,22.89,37.76,49.11,6.24,511.68,sorghum
14.47,71.69,23.76,24.16,61.32,6.35,350.0,lentil
30.62,126.5,213.64,20.99,92.57,6.51,1206.92,apple
32.08,20.13,30.94,28.38,86.08,6.56,2058.63,coconut
24.1,16.64,34.82,20.11,93.44,6.22,125.59,pomegranate
19.65,145.04,205.74,31.37,84.21,5.5,650.54,grapes
83.68,44.68,32.57,35.09,84.61,7.25,1651.59,jute
179.91,61.18,103.21,35.31,66.69,6.46,115.06,sugarcane
49.76,42.16,25.1,39.76,66.2,8.09,700.9,sorghum
74.33,14.92,30.64,25.32,69.37,7.35,1355.2,coffee
37.96,63.48,20.4,30.79,80.79,6.08,37.86,mungbean
131.32,53.43,42.89,21.99,69.78,6.17,74.06,cotton
104.55,22.47,49.8,28.17,92.66,5.91,37.51,watermelon
31.99,20.42,24.43,36.73,52.63,5.65,107.02,mango
57.17,84.46,24.66,27.66,58.39,6.85,61.28,blackgram
14.92,76.8,15.89,23.41,22.88,5.7,847.35,kidneybeans
43.05,110.86,180.45,24.13,89.49,6.57,945.95,apple
78.46,24.2,26.07,22.15,59.78,5.95,130.65,coffee
39.79,74.86,16.85,22.81,62.04,6.77,350.0,lentil
25.51,52.12,19.8,32.99,77.12,6.1,425.32,mungbean
47.5,83.25,20.64,36.03,73.41,7.35,67.45,blackgram
180.31,69.44,76.9,37.42,82.12,7.53,108.68,sugarcane
101.44,24.46,49.24,26.96,94.79,5.84,350.0,muskmelon
158.54,46.05,98.0,36.1,77.14,7.59,217.14,sugarcane
27.38,62.37,18.89,26.33,82.54,6.58,38.03,mungbean
31.36,52.85,18.8,25.02,21.26,5.82,55.92,kidneybeans
34.68,61.11,26.56,19.52,29.34,6.05,972.53,kidneybeans
42.12,56.0,86.72,16.88,21.4,6.86,67.55,chickpea
61.03,66.86,15.94,35.52,65.45,6.84,653.93,blackgram
102.58,39.82,34.27,14.95,72.18,6.47,63.43,wheat
14.19,49.36,23.38,26.18,39.58,4.49,540.0,mothbeans
41.21,67.25,19.91,20.33,19.57,5.46,59.92,kidneybeans
47.95,80.61,31.25,27.08,59.09,8.06,1277.74,soybean
56.12,73.1,61.66,24.39,24.9,6.71,101.61,chickpea
88.35,32.98,34.96,13.55,50.04,6.78,439.63,wheat
14.35,59.26,36.11,34.49,56.34,5.83,130.52,pigeonpeas
86.56,41.67,37.27,25.98,87.36,6.43,230.29,jute
128.77,52.62,47.84,25.87,38.87,7.44,48.26,wheat
19.92,44.27,19.78,32.24,40.98,4.32,522.92,mothbeans
107.66,20.05,23.7,25.5,48.97,7.51,132.63,coffee
180.76,66.88,61.62,30.95,62.85,6.48,1313.42,sugarcane
31.54,52.53,13.95,19.27,57.91,6.95,58.74,lentil
30.74,114.68,180.85,16.08,77.87,5.8,68.56,grapes
63.21,54.21,41.12,35.6,99.67,6.8,2333.42,jute
105.13,66.9,46.32,26.15,85.26,6.57,754.62,banana
69.73,39.92,48.18,36.03,78.98,5.89,215.92,jute
16.69,151.75,218.21,17.94,80.38,6.59,63.22,grapes
90.69,16.67,32.32,23.67,48.14,6.59,149.27,coffee
32.64,83.29,25.83,26.52,67.11,6.58,491.48,blackgram
124.51,32.77,34.04,25.22,46.72,6.24,438.29,wheat
61.94,38.47,45.06,25.91,94.46,7.48,2045.3,jute
28.69,45.29,23.69,30.66,92.62,6.85,53.67,mungbean
35.91,72.1,90.6,21.59,15.63,7.11,684.71,chickpea
95.91,38.3,41.57,24.92,81.64,7.51,1838.41,jute
33.9,110.95,193.25,22.61,95.72,6.16,133.76,apple
35.88,37.43,26.72,34.8,57.16,5.36,85.84,mango
118.89,66.4,57.08,26.86,76.01,5.57,125.31,banana
31.16,114.97,200.05,23.15,98.97,5.41,104.31,apple
89.88,40.67,26.92,20.47,39.38,7.17,540.78,wheat
149.54,58.66,107.57,25.53,69.92,6.6,225.21,sugarcane
42.48,59.32,23.23,16.18,25.17,5.73,777.87,kidneybeans
27.72,62.07,16.4,30.93,52.27,6.45,75.51,mothbeans
62.99,52.32,41.01,28.08,92.72,6.09,1668.37,jute
33.85,82.69,90.91,16.81,29.9,7.14,456.49,chickpea
102.58,28.39,32.51,23.33,64.52,7.15,1606.99,coffee
109.18,28.11,51.38,23.66,79.21,5.92,61.54,watermelon
41.54,32.8,17.36,27.46,48.84,9.08,628.55,mothbeans
70.83,51.25,21.31,21.11,71.39,8.01,171.59,cotton
61.96,66.94,24.93,35.71,66.95,7.74,76.93,blackgram
121.18,45.0,36.56,21.16,47.0,6.57,649.19,wheat
14.84,12.14,10.44,27.8,86.84,7.84,758.65,orange
87.37,28.24,34.52,34.92,42.72,7.07,397.24,sorghum
13.81,24.92,29.85,35.09,49.21,7.13,978.98,mango
19.86,29.81,35.69,31.43,99.89,5.93,2207.25,coconut
38.25,51.11,21.31,31.85,66.49,6.57,57.8,blackgram
18.44,15.69,37.81,24.95,83.61,5.91,95.07,pomegranate
25.88,56.53,17.04,31.77,64.53,9.29,625.09,mothbeans
84.37,17.69,28.67,28.54,72.35,6.88,204.68,coffee
17.42,57.69,26.34,26.84,40.99,4.47,526.4,mothbeans
87.88,73.3,54.26,28.2,81.37,6.01,122.84,banana
23.99,43.11,44.66,19.32,67.15,5.77,740.62,soybean
169.48,85.39,77.94,39.76,87.74,6.92,2318.49,sugarcane
105.03,15.18,51.36,28.93,86.91,6.64,22.0,muskmelon
21.5,15.38,16.6,25.79,98.39,6.26,126.15,orange
37.46,30.19,15.27,35.17,85.72,7.05,1098.32,orange
30.27,124.23,219.19,41.69,84.36,6.28,80.62,grapes
66.01,56.0,32.75,27.79,96.89,6.97,265.27,rice
94.81,53.51,34.14,24.57,52.28,6.98,67.18,wheat
123.8,81.38,42.27,26.79,86.89,6.23,989.14,banana
39.84,26.34,40.76,17.74,96.41,5.79,1038.21,pomegranate
92.72,30.41,36.66,27.39,50.91,7.21,130.93,coffee
34.75,69.77,21.08,30.36,58.67,7.38,74.28,blackgram
72.09,58.31,43.59,35.35,95.05,6.51,296.11,jute
114.89,36.94,35.57,25.5,69.54,5.83,1071.88,coffee
25.26,32.26,18.75,21.34,92.31,8.23,747.27,orange
17.0,63.49,22.71,20.54,26.73,5.64,502.27,kidneybeans
95.21,34.1,25.22,26.19,71.21,5.94,94.53,maize
43.45,61.21,50.23,19.4,46.59,6.31,159.86,soybean
89.01,37.49,45.63,24.98,81.08,6.16,324.37,rice
97.59,74.34,44.31,23.84,82.19,6.26,820.08,banana
61.53,49.97,33.96,31.25,98.58,7.39,203.39,jute
24.26,69.02,23.73,14.71,25.18,5.94,61.75,kidneybeans
73.62,39.58,35.2,22.9,96.13,7.36,1763.64,rice
29.16,41.68,57.62,24.1,80.57,6.05,158.75,soybean
40.52,21.94,18.61,21.22,89.88,6.3,1042.12,orange
73.97,34.91,41.51,37.74,96.53,6.21,212.95,jute
20.83,144.77,190.28,22.53,91.84,6.14,907.77,apple
27.01,61.73,88.04,22.82,22.83,6.48,47.44,chickpea
35.3,27.3,31.01,27.37,48.81,6.11,105.15,mango
93.92,57.88,43.53,37.0,81.22,6.17,327.76,jute
109.56,21.68,49.19,24.18,90.33,7.19,46.66,watermelon
110.76,52.86,107.86,37.52,72.54,8.2,2050.91,sugarcane
190.92,76.93,100.94,35.52,69.11,6.23,271.88,sugarcane
99.96,32.89,44.14,26.21,97.42,6.11,244.28,rice
82.35,24.45,49.1,25.8,86.17,6.96,23.02,muskmelon
37.37,137.3,204.09,20.68,93.85,5.48,1003.08,apple
25.03,29.88,12.79,12.11,92.79,7.32,1208.09,orange
41.11,111.7,187.69,20.74,97.17,5.54,135.01,apple
110.19,18.73,59.23,24.8,76.88,7.02,64.06,watermelon
17.96,149.54,190.04,22.23,89.78,6.66,123.82,apple
63.08,36.95,24.55,31.24,50.45,6.38,151.24,soybean
67.71,35.44,29.35,33.66,51.78,7.03,58.6,sorghum
38.05,72.85,45.69,42.61,89.95,7.15,165.68,papaya
78.93,58.72,32.76,18.67,43.43,7.14,89.26,wheat
18.9,42.99,22.32,26.96,82.23,7.27,514.97,mungbean
102.62,50.18,36.22,25.12,50.3,6.21,737.2,sorghum
115.3,25.91,58.8,26.24,79.38,6.2,41.25,watermelon
31.41,32.51,20.82,32.43,65.97,5.08,695.71,mothbeans
48.6,79.14,20.9,35.33,72.46,7.81,65.49,blackgram
127.09,37.75,18.56,35.31,66.34,8.14,1140.59,cotton
14.47,42.22,25.23,31.95,58.98,7.23,1230.39,pigeonpeas
116.36,62.03,26.6,23.11,54.3,7.47,88.16,cotton
38.45,122.7,209.55,23.95,85.63,6.52,618.24,grapes
14.16,41.5,29.03,32.24,56.22,6.92,111.54,pigeonpeas
77.94,64.72,22.29,21.67,76.7,7.0,76.01,cotton
21.37,78.68,75.96,23.47,23.85,7.02,79.42,chickpea
34.89,49.59,22.01,29.53,47.87,5.36,350.0,mothbeans
119.38,18.81,56.14,26.24,90.35,7.18,606.16,watermelon
49.84,53.73,69.47,19.93,28.42,7.18,570.18,chickpea
34.63,41.69,17.71,23.63,46.55,4.91,688.63,mothbeans
54.62,79.25,37.32,32.36,78.5,6.11,62.77,soybean
29.31,17.58,21.02,11.68,93.72,7.08,913.84,orange
106.2,64.09,29.21,24.47,44.79,6.73,66.95,wheat
57.81,79.41,24.8,36.53,63.34,7.73,63.47,blackgram
83.98,70.0,46.94,29.69,75.95,6.41,1189.18,banana
16.37,59.71,18.13,17.5,25.02,6.14,701.93,kidneybeans
42.85,26.63,40.91,21.97,91.47,5.42,948.62,pomegranate
33.88,18.69,42.39,25.1,88.92,6.27,1120.54,pomegranate
38.65,47.3,18.54,32.18,44.31,6.34,532.3,mothbeans
101.03,55.56,33.69,24.18,80.74,5.86,321.7,rice
77.86,21.8,29.13,22.21,70.15,7.72,140.63,coffee
17.94,59.86,25.41,24.72,25.04,6.06,931.41,kidneybeans
15.27,63.53,24.94,26.32,77.8,6.93,64.29,mungbean
26.71,22.37,17.76,13.37,92.73,7.15,766.47,orange
86.38,38.9,27.36,23.41,40.98,7.07,737.21,wheat
30.71,15.12,41.05,25.81,93.58,5.36,1201.78,pomegranate
42.29,31.99,28.46,28.92,55.4,7.19,98.72,mango
32.0,15.25,32.89,29.45,87.56,6.3,202.76,coconut
23.35,77.32,15.87,16.12,29.86,5.88,1015.27,kidneybeans
181.8,71.61,79.46,37.79,84.35,6.59,2532.0,sugarcane
21.89,31.92,47.98,21.95,95.83,7.31,868.42,pomegranate
191.83,47.98,77.7,27.43,77.01,7.95,193.42,sugarcane
23.06,43.84,26.71,27.64,78.25,6.43,63.54,mungbean
24.95,16.7,35.76,25.85,86.58,6.17,206.43,coconut
29.92,52.83,22.01,29.43,56.15,6.99,58.52,mothbeans
23.24,134.15,214.08,15.71,76.14,6.04,72.57,grapes
41.85,111.22,187.44,24.64,87.31,5.58,111.25,apple
72.88,46.49,26.4,19.51,63.98,7.49,864.36,maize
119.35,19.12,49.95,24.3,90.53,6.12,40.36,watermelon
63.75,50.48,44.27,31.09,83.85,7.26,2201.63,jute
112.57,33.9,49.0,20.87,43.6,6.76,39.58,wheat
36.87,50.42,51.46,45.57,90.67,6.85,229.57,papaya
56.41,82.03,54.98,29.63,67.75,6.04,51.98,soybean
76.63,57.03,30.0,37.21,75.29,6.0,74.13,cotton
73.85,34.4,45.53,25.48,76.2,6.61,226.77,rice
16.49,72.47,14.15,28.59,62.0,7.14,424.25,lentil
95.04,80.87,54.45,24.17,84.3,6.11,121.8,banana
35.88,115.28,211.66,21.02,87.21,5.99,116.42,apple
143.25,36.33,36.73,31.92,64.71,7.73,623.61,cotton
73.07,59.07,53.18,22.69,43.87,6.1,559.28,wheat
194.06,67.86,59.3,37.33,81.25,8.22,1200.69,sugarcane
56.72,50.13,41.5,44.88,95.67,6.68,247.05,papaya
69.99,61.89,48.64,41.79,98.73,6.93,249.73,papaya
84.91,56.14,46.57,33.73,89.54,6.66,312.78,jute
123.84,15.96,50.89,30.68,97.56,6.25,350.0,muskmelon
31.66,53.51,21.6,18.15,67.64,7.81,56.54,lentil
38.35,16.61,14.05,17.47,97.03,6.11,903.1,orange
30.69,29.6,41.5,25.03,82.41,6.36,116.49,pomegranate
54.15,57.17,47.78,37.6,85.68,6.56,265.45,papaya
30.87,41.71,13.93,31.01,88.8,6.11,617.64,mungbean
26.98,67.25,84.18,18.25,15.3,8.73,98.31,chickpea
62.47,57.41,45.15,23.04,86.51,6.37,258.75,rice
35.04,146.71,220.91,22.83,94.64,5.77,110.79,apple
62.1,63.66,34.92,33.87,76.59,6.02,947.42,soybean
31.85,75.68,16.73,31.25,66.5,6.43,434.49,lentil
77.82,52.29,46.79,33.23,97.41,6.79,2427.95,jute
23.14,142.54,212.64,12.33,76.11,6.6,611.25,grapes
109.72,26.96,53.32,26.24,94.96,6.67,384.04,muskmelon
33.54,82.8,39.65,24.91,44.87,6.31,61.61,pigeonpeas
16.32,114.04,186.99,22.0,91.08,5.69,1102.0,apple
144.42,63.18,31.25,36.17,53.63,7.17,187.85,cotton
20.67,84.27,41.95,36.36,43.46,7.76,802.63,pigeonpeas
44.49,60.77,36.42,28.99,74.87,6.08,114.47,soybean
14.75,57.54,26.63,33.58,83.25,7.1,643.72,mungbean
77.26,48.92,30.15,18.71,49.67,6.58,651.14,wheat
22.76,119.12,207.63,23.58,87.8,6.05,104.87,apple
62.91,41.39,45.85,27.44,96.13,6.55,305.25,jute
127.24,24.46,58.42,30.82,92.97,6.75,25.66,muskmelon
125.9,86.65,50.41,29.89,75.65,6.14,1153.51,banana
32.97,124.38,200.46,22.78,78.49,5.54,525.11,grapes
61.37,68.28,21.37,23.78,60.31,7.79,81.95,blackgram
121.93,16.53,50.06,26.3,86.43,6.19,61.42,watermelon
38.89,55.24,19.33,22.81,20.93,5.66,141.17,kidneybeans
37.83,71.03,13.93,19.75,21.91,5.62,129.43,kidneybeans
25.78,78.66,14.06,17.82,23.64,6.11,87.54,kidneybeans
68.23,38.96,42.44,20.0,96.17,6.92,1962.06,rice
190.61,60.13,64.92,28.61,85.79,6.22,1967.01,sugarcane
14.99,14.23,21.43,30.42,87.26,7.93,903.25,orange
42.63,61.6,21.65,30.1,59.67,7.15,42.66,lentil
20.74,64.01,18.79,24.06,21.19,6.0,601.74,kidneybeans
34.01,68.4,21.43,37.68,48.48,7.27,96.43,pigeonpeas
39.22,36.32,26.2,26.5,53.39,6.4,797.11,mango
99.27,15.14,29.8,28.76,66.84,6.75,1086.57,coffee
25.83,128.08,217.09,23.44,93.48,6.44,123.93,apple
35.19,80.88,18.47,17.1,68.78,7.95,36.18,lentil
21.83,133.48,185.43,42.83,83.66,5.71,665.79,grapes
190.95,49.75,99.57,28.8,89.2,7.93,1324.45,sugarcane
68.72,27.62,31.99,26.29,61.51,8.25,61.8,sorghum
101.22,12.22,52.28,27.01,94.46,6.34,49.12,watermelon
70.14,44.42,52.14,28.9,51.36,8.42,173.72,sorghum
41.76,27.63,18.32,12.26,96.22,7.31,101.33,orange
186.76,72.87,70.83,36.53,74.83,6.77,2069.38,sugarcane
32.92,63.05,22.27,25.09,71.02,6.3,473.42,lentil
27.3,40.44,26.83,28.69,76.48,6.5,155.91,soybean
66.53,35.03,35.03,25.75,89.41,6.09,2108.87,rice
59.21,66.33,23.82,34.59,57.57,7.15,77.41,blackgram
99.95,28.05,44.81,27.99,87.42,6.47,18.32,muskmelon
31.47,64.27,87.22,21.73,30.31,8.19,102.31,chickpea
119.79,24.37,26.81,27.8,48.71,7.43,130.59,coffee
71.12,56.29,30.57,26.18,56.77,6.39,67.41,sorghum
124.81,55.57,83.71,24.99,64.31,6.72,2264.24,sugarcane
