N,P,K,temperature,humidity,ph,rainfall,label
19.39,79.99,123.44,24.69,58.14,8.02,761.73,grapes
24.88,122.02,122.9,29.06,62.83,6.98,517.94,grapes
39.84,39.23,46.95,26.88,48.16,7.63,802.03,soybean
29.14,60.07,37.62,30.33,46.38,6.27,881.18,groundnut
24.13,28.2,42.13,33.54,60.01,7.64,857.98,orange
55.34,33.71,31.52,35.82,45.49,7.09,623.69,bajra
47.76,19.88,33.74,29.38,83.03,5.74,2811.15,cashew
42.4,80.26,34.74,25.26,54.84,6.49,642.71,pigeonpeas
37.18,22.7,31.58,22.27,47.1,7.19,769.4,orange
176.61,86.34,107.06,25.52,74.28,7.38,2359.85,sugarcane
29.05,29.11,49.19,34.94,68.73,8.07,766.47,sweet_lime
103.99,68.23,28.04,23.34,70.19,7.05,680.49,cotton
84.5,58.33,47.54,24.38,56.2,6.98,627.79,wheat
64.9,24.57,29.4,31.43,37.44,7.36,712.51,sorghum
23.71,26.77,36.57,32.24,78.72,5.94,2894.77,cashew
31.1,30.15,42.33,35.64,64.83,6.03,2294.74,cashew
61.96,27.39,38.47,30.13,33.88,7.6,701.14,sorghum
63.79,32.63,46.36,33.3,37.69,8.41,862.11,sorghum
31.57,40.72,27.64,27.65,78.73,5.8,2997.2,ragi
19.23,58.81,74.51,21.54,28.04,6.31,552.87,chickpea
155.61,98.46,90.99,25.49,77.52,8.27,2027.43,sugarcane
23.89,26.82,23.1,36.88,67.49,5.95,2457.71,cashew
72.18,31.64,32.33,26.31,39.39,8.21,420.62,bajra
82.99,53.31,33.99,22.64,92.98,7.23,3652.95,rice
38.44,46.93,51.1,18.35,25.24,7.27,399.98,chickpea
120.79,82.31,72.85,18.89,69.93,7.27,654.22,tomato
88.09,33.88,36.39,27.71,58.44,7.28,835.26,sorghum
27.09,25.19,67.17,33.91,32.2,6.62,663.4,pomegranate
211.91,83.97,89.66,36.44,53.24,7.57,2117.25,sugarcane
42.22,75.62,61.07,26.45,45.83,7.2,598.89,chickpea
30.06,32.99,50.07,30.29,82.5,6.41,3541.41,mango
26.6,64.07,60.95,16.67,28.06,7.54,716.55,chickpea
66.79,40.69,69.19,27.86,72.22,7.74,683.48,onion
125.38,42.39,29.62,13.52,55.84,6.72,717.08,wheat
28.25,27.06,23.17,24.08,78.36,6.56,1862.77,ragi
26.12,39.62,62.02,28.55,58.54,8.13,849.71,orange
77.62,58.52,41.55,22.72,55.6,6.17,862.71,onion
33.16,49.28,33.29,37.34,61.91,7.02,1105.89,pigeonpeas
131.57,41.22,42.8,26.72,45.01,7.33,581.07,maize
31.32,15.22,36.03,28.54,77.26,6.55,3414.47,cashew
96.37,45.13,51.39,35.24,76.77,6.15,1230.67,rice
137.8,55.23,18.73,26.03,41.08,6.72,825.49,cotton
20.72,85.76,118.08,26.13,46.87,6.98,507.05,grapes
38.66,77.33,26.04,34.46,58.38,7.93,602.13,pigeonpeas
202.48,53.72,166.72,29.43,63.08,7.61,768.48,banana
51.8,38.09,55.28,19.61,36.66,8.44,656.04,pomegranate
63.75,67.62,55.9,25.11,57.22,6.69,640.53,onion
208.92,59.33,127.49,22.1,60.81,6.72,1756.99,sugarcane
89.54,43.27,60.89,19.42,69.49,7.69,565.87,onion
128.22,64.79,108.27,26.53,63.5,7.38,739.28,tomato
184.32,72.44,140.63,31.46,65.35,6.5,1136.06,banana
14.84,59.54,24.8,32.65,60.38,7.46,848.66,pigeonpeas
150.68,39.63,33.62,38.11,44.65,8.53,1143.16,cotton
191.65,87.42,123.0,29.66,83.9,7.35,1904.6,sugarcane
26.77,26.97,47.24,23.88,70.15,5.69,3013.46,mango
57.33,28.48,68.35,28.61,35.26,6.51,466.93,pomegranate
151.15,83.9,113.79,26.62,59.45,6.78,1200.28,banana
59.94,50.25,32.19,33.15,60.43,7.76,592.31,sorghum
47.33,38.36,27.08,26.92,70.88,6.84,1240.94,ragi
24.7,55.3,35.49,23.95,40.08,6.49,613.58,pigeonpeas
99.28,53.74,41.27,24.22,77.11,6.19,1498.58,rice
47.62,45.68,46.8,32.55,40.71,8.36,624.0,sweet_lime
38.18,46.01,73.46,19.6,17.87,6.64,762.81,chickpea
61.11,36.73,64.41,37.84,66.25,6.84,905.72,sweet_lime
21.16,62.78,18.58,33.72,43.36,6.24,672.77,pigeonpeas
95.46,38.93,35.27,28.15,50.51,6.51,553.58,maize
75.74,57.14,72.69,32.53,61.49,6.23,727.98,onion
81.53,51.03,15.13,32.77,55.05,8.38,1023.23,cotton
43.42,33.49,66.97,25.23,47.32,6.4,849.01,sweet_lime
33.19,42.73,67.58,21.6,41.07,7.05,770.86,chickpea
45.99,76.68,31.97,30.9,68.32,6.99,702.48,pigeonpeas
82.04,39.54,39.85,28.19,40.53,7.24,347.12,bajra
39.75,43.81,21.42,29.49,50.35,7.13,626.98,bajra
41.93,14.12,32.7,22.13,64.44,5.44,2756.85,cashew
28.0,101.41,179.13,29.08,45.43,7.6,546.82,grapes
45.39,41.29,27.49,20.93,86.61,6.0,2158.64,ragi
36.0,29.92,117.04,30.26,89.27,5.9,1583.26,coconut
42.79,115.28,147.53,25.06,64.21,7.53,619.83,grapes
74.72,45.52,41.08,23.05,58.1,7.81,630.42,sorghum
79.03,41.17,55.68,32.66,87.65,6.81,1450.63,rice
35.29,23.71,56.95,30.83,57.55,7.37,523.81,pomegranate
41.94,75.4,35.4,39.13,49.07,6.82,625.7,pigeonpeas
20.45,72.31,37.94,32.84,77.72,7.89,757.68,soybean
85.47,57.37,52.5,21.36,78.71,6.37,3002.0,rice
82.82,72.02,37.65,33.19,55.03,8.26,931.12,cotton
81.53,50.49,56.65,29.91,50.45,6.38,777.86,onion
59.65,22.57,26.72,27.84,63.05,5.43,3377.95,ragi
69.15,32.45,24.92,29.36,54.84,6.4,757.62,sorghum
32.01,34.44,57.78,35.7,45.44,7.38,669.13,sweet_lime
69.95,45.83,66.31,18.54,62.54,6.15,560.04,onion
34.75,21.54,53.34,32.86,68.0,6.89,2605.97,mango
50.97,33.37,57.89,26.67,35.48,7.06,682.22,pomegranate
95.11,37.65,53.69,34.35,74.2,7.12,2687.81,rice
114.91,45.19,34.21,21.41,79.71,7.14,1679.63,rice
41.34,33.67,19.16,37.48,60.31,8.66,575.05,bajra
79.42,41.56,31.72,19.31,48.28,7.39,909.58,maize
79.3,36.78,46.4,23.44,72.09,7.56,2535.08,rice
41.28,32.8,53.15,34.27,55.61,6.93,793.98,pomegranate
26.61,61.76,72.18,20.26,25.03,7.28,663.73,chickpea
227.59,96.78,90.34,23.78,64.22,6.52,2084.06,sugarcane
57.38,37.47,64.52,37.21,59.49,7.55,801.26,sweet_lime
143.98,65.26,21.19,39.21,65.84,8.32,932.48,cotton
90.51,66.42,48.59,26.99,48.29,8.02,533.86,wheat
36.27,40.8,80.76,31.74,67.55,5.76,3383.17,coconut
81.12,58.43,17.99,27.44,70.32,7.54,1151.93,cotton
49.92,28.24,114.08,34.87,92.0,6.61,2039.85,coconut
124.94,63.41,30.54,23.35,37.21,7.22,700.82,wheat
78.87,56.8,48.25,32.58,69.49,6.12,547.36,onion
131.16,73.12,71.76,17.85,66.91,6.27,1022.26,tomato
50.93,39.91,34.87,24.93,31.97,7.41,581.67,bajra
35.67,75.43,28.71,38.89,46.82,6.92,756.11,pigeonpeas
19.94,22.16,40.49,22.93,83.55,7.01,1977.3,mango
64.62,38.67,19.53,23.49,46.26,7.59,430.9,bajra
105.8,64.64,56.07,19.22,66.83,7.51,702.54,onion
56.54,38.44,27.36,21.28,72.14,6.69,1576.05,ragi
76.7,48.11,52.05,30.67,73.89,5.78,1468.93,rice
34.36,37.12,47.24,35.73,63.41,7.76,787.58,pomegranate
41.67,52.69,21.76,23.56,52.65,7.24,981.37,soybean
39.15,32.93,57.52,25.25,53.99,6.55,790.78,orange
26.98,75.42,31.63,23.67,56.57,7.38,922.97,pigeonpeas
23.61,66.44,41.14,28.94,69.68,7.07,621.17,soybean
44.89,40.74,33.66,38.43,49.87,6.57,953.6,sweet_lime
95.88,26.13,36.12,30.62,38.4,7.85,692.75,sorghum
44.36,40.42,87.77,32.96,88.68,6.78,2742.89,coconut
30.86,27.7,26.5,22.94,65.05,6.32,3103.88,cashew
160.57,84.16,151.22,33.26,83.68,6.16,856.92,banana
81.99,26.84,49.08,38.63,46.16,7.19,544.49,sorghum
68.4,32.53,54.98,31.38,39.85,6.39,909.11,sweet_lime
40.9,24.39,23.7,23.84,58.69,5.53,2681.2,cashew
134.02,52.48,21.15,24.98,73.78,7.05,1195.69,cotton
98.32,52.21,57.14,27.09,84.36,6.66,2164.74,rice
78.36,49.21,43.09,27.24,81.79,5.93,3440.11,rice
211.87,95.24,95.71,36.16,68.72,7.01,1416.08,banana
45.65,19.92,104.26,34.46,69.66,6.17,1970.3,coconut
56.83,47.49,59.77,27.35,48.75,8.04,728.02,pomegranate
50.7,21.99,30.45,35.01,41.55,6.98,800.2,orange
87.94,32.99,44.86,30.28,63.49,6.86,712.31,sorghum
35.53,67.81,31.8,27.74,40.1,7.56,816.78,pigeonpeas
39.92,22.43,91.29,34.13,91.64,7.31,2452.46,coconut
39.23,64.32,56.63,22.61,29.91,7.12,555.39,chickpea
80.85,33.5,53.69,32.9,72.52,7.31,1494.74,rice
63.05,34.76,36.6,34.88,70.13,7.19,1001.9,orange
63.61,42.36,49.45,28.62,62.18,6.73,720.66,sorghum
51.95,26.77,63.93,31.57,31.21,6.72,501.11,pomegranate
115.6,66.67,34.55,25.68,63.82,6.48,622.33,maize
46.54,68.57,28.78,33.18,55.01,7.01,777.37,groundnut
67.99,22.46,20.25,25.73,50.03,7.02,495.9,bajra
75.37,58.11,40.52,28.99,60.26,6.89,755.74,maize
22.06,81.59,20.05,24.4,53.47,7.81,622.64,pigeonpeas
225.18,58.85,88.02,25.91,83.58,7.52,2328.55,sugarcane
136.64,92.42,142.26,35.98,64.33,7.57,1292.14,banana
76.71,43.47,57.57,24.71,74.69,7.58,1481.4,rice
29.76,68.63,21.24,28.7,61.84,6.29,971.04,pigeonpeas
111.33,44.95,51.21,32.1,93.83,6.35,1552.82,rice
37.79,18.15,33.68,30.77,88.28,5.8,2298.85,mango
27.7,49.57,39.37,27.53,57.69,7.6,647.28,soybean
83.67,43.06,40.53,35.34,93.74,7.09,1951.28,rice
52.59,28.82,120.75,32.02,68.83,5.62,1602.97,coconut
33.53,26.91,26.15,30.86,86.04,5.66,3069.95,cashew
52.21,72.27,41.71,22.44,50.02,7.15,935.48,soybean
113.99,47.13,49.08,30.99,54.41,7.54,682.67,maize
43.05,44.8,41.0,29.62,57.6,8.46,504.78,bajra
35.41,41.08,35.06,22.26,55.66,6.61,906.8,sweet_lime
104.56,59.13,29.64,25.3,44.86,8.36,676.25,cotton
56.95,20.09,125.63,29.31,91.61,6.36,1586.57,coconut
42.83,32.74,125.16,30.92,86.93,6.33,1727.55,coconut
24.55,29.16,56.6,32.72,72.04,6.3,2880.25,mango
20.42,32.31,39.43,34.79,88.95,5.64,2936.88,mango
39.59,42.36,124.97,29.98,67.74,5.86,2358.15,coconut
41.85,34.04,45.09,25.44,39.27,7.89,661.12,pomegranate
193.88,57.42,99.79,27.73,88.16,7.7,1580.99,sugarcane
60.59,34.16,58.7,28.97,70.76,5.39,2550.99,coconut
59.08,35.18,76.04,26.65,81.85,5.53,2866.6,coconut
29.15,20.22,31.68,36.69,86.42,6.11,2188.93,cashew
25.21,60.28,46.62,22.08,65.91,6.49,698.85,soybean
98.67,33.99,27.68,32.6,72.69,8.76,862.75,cotton
38.64,21.44,31.94,28.32,72.58,7.11,2902.64,mango
38.28,74.06,53.45,16.58,18.25,6.43,618.02,chickpea
123.45,65.97,87.67,20.46,58.14,6.82,548.0,tomato
21.33,21.95,42.68,31.38,67.37,6.13,2379.97,mango
42.98,28.72,53.61,27.66,88.84,6.68,2399.98,mango
33.42,74.82,32.79,30.12,68.13,7.18,669.03,soybean
30.64,40.11,30.93,32.51,89.23,6.63,3144.12,ragi
31.18,21.72,29.94,33.33,61.03,7.02,1145.52,orange
91.3,62.03,99.18,24.33,61.55,6.0,895.56,tomato
29.54,29.23,35.52,30.69,46.49,6.79,990.01,orange
47.88,26.8,96.91,26.44,87.94,7.47,2925.96,coconut
50.3,126.82,141.19,31.64,46.52,6.81,710.74,grapes
47.58,19.4,32.34,30.75,90.8,5.78,1819.25,cashew
51.79,27.07,65.57,34.31,39.07,6.93,613.82,sweet_lime
23.3,64.96,72.18,23.5,27.08,8.32,376.94,chickpea
81.21,72.96,36.26,26.89,46.57,8.51,1133.61,cotton
115.53,58.63,38.46,25.6,80.43,7.44,3646.69,rice
32.45,38.79,43.42,28.21,46.26,6.34,760.11,groundnut
53.11,37.68,40.63,24.62,45.61,8.34,608.81,sweet_lime
68.37,57.01,38.34,30.28,85.89,7.64,2051.05,rice
63.08,34.51,23.36,32.22,37.31,7.45,478.79,bajra
38.32,40.55,29.81,38.14,34.62,8.51,324.03,bajra
31.75,29.34,19.63,29.53,63.53,6.65,3290.16,ragi
74.27,26.02,37.13,33.95,47.36,7.25,656.54,sorghum
110.64,48.93,23.42,24.4,49.62,7.41,1098.03,cotton
26.6,64.6,51.72,23.23,31.56,8.41,609.38,chickpea
75.94,33.69,30.89,37.66,47.83,6.75,551.33,bajra
48.45,23.18,19.91,30.22,87.85,6.21,1462.59,ragi
39.78,89.36,173.85,23.27,69.02,7.91,531.79,grapes
192.18,87.3,76.34,36.42,73.07,7.25,1139.11,sugarcane
118.62,70.33,22.87,36.2,65.38,7.42,1071.77,cotton
31.18,74.83,43.51,25.24,65.18,6.56,735.67,soybean
71.49,34.8,36.42,27.09,75.78,5.92,1210.78,rice
35.5,25.64,23.53,30.88,80.3,5.56,3537.42,cashew
228.42,94.55,122.68,32.71,63.83,7.89,1877.83,sugarcane
40.46,49.03,23.19,29.4,47.35,6.28,889.43,pigeonpeas
151.55,73.77,105.34,29.66,73.78,7.9,1236.01,sugarcane
125.0,51.33,44.21,23.53,49.36,6.92,371.72,wheat
119.13,68.49,32.42,22.63,60.83,6.88,740.46,maize
168.72,83.1,120.07,39.45,83.19,7.38,961.77,banana
64.43,33.4,23.62,23.06,32.07,7.55,330.94,bajra
40.56,20.12,20.89,22.95,80.34,6.51,3454.99,cashew
41.55,61.33,55.73,18.75,40.39,8.31,674.74,chickpea
27.46,44.57,40.87,22.5,55.15,7.02,808.55,groundnut
160.78,86.76,145.78,25.15,71.16,6.73,1548.11,banana
144.54,34.78,29.37,33.15,67.05,8.61,1066.79,cotton
84.5,34.32,47.23,26.51,64.7,6.99,837.43,sorghum
84.58,66.24,73.85,20.22,55.22,7.7,559.46,onion
51.8,27.39,32.47,22.82,79.33,5.67,2585.93,ragi
83.97,48.44,37.83,37.38,74.45,8.31,809.36,cotton
23.4,25.2,32.95,31.64,73.67,6.17,3008.97,cashew
120.34,62.6,47.96,20.46,48.39,7.12,521.71,maize
57.31,24.7,41.38,34.59,45.24,8.26,977.11,sweet_lime
126.62,63.25,52.57,18.86,39.77,6.42,597.97,wheat
119.4,93.37,140.12,35.21,75.98,7.29,1514.47,banana
46.16,19.4,43.78,32.15,89.02,6.65,3682.85,mango
44.05,69.27,70.68,15.43,19.91,7.86,425.66,chickpea
148.15,54.25,91.79,32.89,68.1,7.2,869.98,tomato
38.29,37.69,40.7,32.94,63.12,5.78,2501.85,ragi
35.81,28.58,36.53,33.28,76.57,7.29,3013.75,mango
23.54,41.52,31.18,25.49,71.83,6.29,860.35,groundnut
99.39,41.47,33.51,21.23,37.86,6.64,430.68,wheat
33.84,33.6,46.73,29.02,56.48,7.54,812.81,orange
191.38,66.62,129.36,32.84,69.15,6.66,1181.87,banana
36.89,40.57,38.15,21.15,55.51,6.93,646.77,groundnut
223.11,86.35,119.55,21.73,68.1,7.07,1139.84,sugarcane
139.49,65.99,150.06,30.05,76.14,6.31,1292.09,banana
48.86,40.63,21.74,27.42,76.25,6.44,1057.91,soybean
16.02,82.59,33.87,38.96,56.5,8.13,699.36,pigeonpeas
74.38,54.0,34.44,23.4,91.17,5.52,2915.56,rice
77.75,66.5,53.09,27.42,71.73,7.02,634.88,maize
54.69,34.58,125.41,31.9,90.26,7.16,3157.81,coconut
114.09,44.47,54.85,31.35,47.52,7.8,538.21,onion
47.05,28.5,24.63,29.81,78.29,5.7,1733.85,cashew
32.56,42.36,24.83,20.39,80.63,6.9,2663.67,ragi
217.23,70.79,123.08,25.1,68.33,7.56,1060.89,sugarcane
94.82,58.35,45.15,24.32,40.87,7.23,456.21,wheat
25.65,42.12,45.76,34.54,46.07,7.41,893.99,groundnut
89.55,53.2,14.63,27.56,70.34,8.16,837.68,cotton
103.57,67.61,53.62,28.37,59.22,6.51,630.12,onion
42.7,24.18,41.93,25.04,61.53,5.52,2515.89,cashew
44.06,102.4,163.98,32.11,67.83,6.68,856.63,grapes
135.81,35.84,24.84,23.55,56.93,7.12,1069.92,cotton
48.19,35.22,25.02,24.16,57.79,6.37,547.42,bajra
29.62,33.0,82.22,25.97,73.37,5.75,2819.0,coconut
55.97,25.38,76.1,38.26,40.69,7.67,800.53,pomegranate
29.68,31.78,40.76,37.33,54.16,7.93,1053.41,orange
93.92,61.31,40.96,23.77,60.75,7.63,544.99,onion
19.99,69.7,40.6,34.23,63.83,7.58,768.77,soybean
81.13,39.02,59.42,21.71,54.58,6.83,708.42,onion
24.74,34.28,70.24,19.39,40.8,6.71,544.23,pomegranate
27.74,51.91,72.74,18.79,23.63,6.91,730.72,chickpea
52.17,18.86,48.42,27.56,58.28,7.43,828.08,sweet_lime
23.23,67.84,51.4,17.31,27.5,7.26,482.29,chickpea
102.11,67.99,38.05,37.07,50.96,7.61,671.48,cotton
27.71,51.65,54.94,34.17,50.28,6.52,530.2,groundnut
28.26,40.57,70.14,27.03,46.23,6.66,801.29,pomegranate
99.68,42.07,30.44,22.3,38.26,6.58,590.72,wheat
56.12,29.28,42.16,24.88,32.0,7.32,640.41,pomegranate
34.58,45.68,47.05,38.11,61.8,6.96,996.58,orange
43.88,36.66,49.11,28.28,61.13,7.18,815.68,orange
43.92,26.65,23.71,23.17,62.63,5.59,2832.67,cashew
166.01,78.72,102.01,33.82,71.65,6.88,1300.24,banana
86.4,45.86,45.5,20.21,59.63,7.12,646.3,maize
93.29,34.4,50.12,21.22,76.33,7.13,1704.57,rice
37.39,88.61,159.88,31.44,70.53,8.05,699.21,grapes
55.38,25.8,49.36,35.45,56.72,7.06,447.3,pomegranate
126.79,95.25,105.49,38.43,86.73,6.15,812.89,banana
85.31,53.86,39.84,25.88,53.1,6.77,534.43,wheat
40.84,68.27,47.0,17.54,23.51,7.11,799.22,chickpea
139.46,81.33,106.15,29.38,62.97,7.33,771.71,tomato
45.27,34.29,74.29,29.74,84.07,7.16,1534.76,coconut
49.32,29.95,114.89,23.24,83.32,6.1,3591.03,coconut
86.59,52.8,29.06,17.39,62.51,5.93,501.69,maize
46.43,54.91,53.65,18.84,26.99,7.66,558.25,chickpea
38.54,60.42,55.95,26.79,68.28,6.64,887.94,groundnut
58.65,34.0,69.48,25.29,69.34,6.48,1902.51,coconut
204.23,81.07,94.6,22.97,70.88,7.39,1155.51,sugarcane
45.57,62.67,52.96,24.29,52.73,6.91,865.04,groundnut
35.95,38.16,51.89,27.67,38.6,7.74,753.03,orange
88.16,52.74,34.48,22.68,66.89,7.49,402.35,wheat
125.72,67.17,53.64,26.81,55.08,6.4,522.67,maize
128.43,83.55,109.19,27.39,48.2,6.33,901.85,tomato
99.72,64.35,40.04,23.49,53.02,7.31,852.02,maize
60.12,38.89,38.46,26.73,44.67,6.63,887.62,sweet_lime
90.13,55.82,62.54,25.01,48.32,7.34,819.82,onion
42.82,68.64,46.74,31.0,72.51,7.15,651.03,soybean
29.69,23.2,24.31,31.69,65.31,5.67,3095.02,cashew
45.27,43.81,54.24,17.68,27.68,7.98,769.45,chickpea
65.3,26.5,31.49,25.47,54.32,6.9,597.71,sorghum
64.94,29.55,49.78,24.18,43.57,7.13,800.01,sweet_lime
27.6,24.44,55.3,34.18,82.37,5.88,2842.13,mango
87.27,53.95,45.91,29.08,87.48,6.88,1122.04,rice
46.06,22.66,57.92,24.97,53.47,6.74,797.01,orange
32.7,110.01,154.1,27.72,64.03,7.27,719.11,grapes
31.29,62.41,19.9,30.81,60.67,6.91,849.95,pigeonpeas
85.29,38.29,41.12,26.16,80.89,6.77,1697.59,rice
92.1,49.9,24.79,31.81,67.23,7.44,582.27,sorghum
34.24,54.72,36.02,29.71,66.63,6.31,662.8,pigeonpeas
116.33,65.9,40.25,28.17,55.56,6.97,599.89,maize
102.63,56.26,39.52,32.36,83.91,7.16,3358.07,rice
87.04,72.64,14.98,29.98,65.66,8.76,966.29,cotton
120.8,59.07,28.71,16.44,65.68,6.91,669.8,wheat
26.9,30.53,25.99,29.15,85.35,6.35,1956.49,cashew
53.97,41.23,77.34,35.22,37.63,7.37,776.9,pomegranate
126.28,62.32,76.01,28.29,77.24,7.33,797.92,tomato
37.63,57.25,64.15,23.2,42.66,7.89,492.32,chickpea
64.3,26.51,28.11,25.97,49.99,7.23,372.48,bajra
126.14,48.12,93.61,29.29,49.54,6.06,740.2,tomato
36.0,40.15,34.52,24.29,80.92,6.43,2302.23,ragi
101.36,62.99,102.37,32.6,72.87,6.03,815.31,tomato
55.46,31.88,63.82,33.73,69.84,7.51,939.64,sweet_lime
33.18,23.05,48.89,29.51,60.06,7.66,864.56,sweet_lime
24.48,77.65,25.4,30.26,63.54,7.69,987.11,soybean
44.78,24.24,76.55,37.45,66.48,6.73,632.0,pomegranate
91.96,55.93,65.41,25.65,63.72,7.32,766.22,tomato
98.41,40.46,37.32,30.01,88.36,6.67,3773.04,rice
30.06,74.37,27.08,24.47,44.82,6.5,874.49,pigeonpeas
41.01,45.48,30.35,21.95,52.45,7.3,1184.75,orange
47.0,30.01,56.09,35.45,49.45,6.93,915.45,sweet_lime
66.41,44.28,26.75,31.59,37.56,8.51,684.22,bajra
43.35,68.42,41.54,28.05,66.87,6.58,654.24,groundnut
127.19,35.81,25.4,29.94,64.01,7.14,1189.79,cotton
41.29,27.74,38.18,21.22,74.69,5.5,1753.83,cashew
32.15,27.53,37.9,25.59,50.18,6.98,853.08,sweet_lime
71.99,38.14,45.41,20.45,67.28,7.72,873.22,onion
42.16,66.43,77.64,21.76,33.98,7.25,675.04,chickpea
81.47,39.07,47.28,30.94,70.89,6.29,539.26,maize
110.86,61.88,54.58,32.53,43.38,5.98,886.92,maize
43.32,25.45,26.07,27.27,76.56,5.21,3192.43,cashew
50.56,38.29,61.64,33.17,59.99,7.36,949.2,sweet_lime
75.2,43.3,53.55,23.18,50.7,7.42,803.69,maize
65.11,50.01,27.24,34.06,60.1,8.28,550.68,sorghum
31.1,34.81,58.56,24.56,64.12,6.95,1138.86,orange
49.04,83.08,116.64,15.96,65.62,7.78,768.32,grapes
29.28,19.45,109.34,29.85,82.29,7.04,3740.05,coconut
79.07,47.91,48.5,17.42,67.69,5.86,738.62,maize
41.74,23.49,82.57,33.03,91.09,7.5,3038.86,coconut
45.64,30.55,28.55,33.05,51.63,7.5,806.73,orange
19.59,72.36,36.11,37.18,67.17,7.9,584.55,pigeonpeas
134.91,76.59,116.25,18.38,60.15,6.73,763.85,tomato
47.97,36.19,46.87,29.07,63.21,7.2,687.06,sweet_lime
82.74,42.82,18.77,38.49,52.98,8.55,918.59,cotton
37.95,34.43,121.18,29.15,67.47,7.21,2561.53,coconut
109.18,61.93,39.82,22.1,48.26,6.82,594.84,wheat
137.8,69.6,61.41,24.09,55.32,6.39,694.48,tomato
38.0,122.9,183.88,23.83,69.62,7.81,563.15,grapes
193.44,64.32,94.94,38.37,71.83,7.85,1093.95,banana
68.76,52.33,69.25,28.43,59.86,5.95,859.61,onion
46.82,37.35,52.1,34.32,69.0,8.07,991.87,sweet_lime
36.69,52.55,27.84,25.81,60.64,7.64,554.28,pigeonpeas
77.09,49.02,36.47,38.11,47.5,7.98,784.71,sorghum
32.91,57.93,32.61,32.83,43.49,7.23,558.99,groundnut
23.01,98.57,141.57,26.11,42.58,7.91,811.1,grapes
79.38,25.65,24.35,36.92,36.12,7.29,578.17,sorghum
51.81,23.74,39.98,28.19,69.01,7.99,833.45,orange
229.03,88.19,112.12,26.62,85.33,8.01,1735.15,sugarcane
53.67,37.96,38.17,27.29,65.42,6.29,2091.99,ragi
69.52,57.17,52.3,31.19,76.28,7.62,2510.55,rice
227.03,76.79,134.37,23.25,63.34,7.93,853.03,sugarcane
82.7,26.58,38.29,34.17,31.63,7.19,430.26,bajra
37.3,60.3,25.31,34.94,65.36,7.77,1127.8,soybean
34.56,28.11,38.6,28.96,83.62,7.01,2373.43,mango
99.54,51.81,41.22,34.27,86.0,7.25,3731.96,rice
25.71,72.39,14.68,38.5,59.37,8.36,964.81,pigeonpeas
48.49,25.51,49.49,22.89,43.53,7.37,867.91,sweet_lime
67.74,31.63,26.54,27.12,53.84,7.35,698.05,bajra
134.6,67.92,50.59,32.38,64.05,6.31,648.71,maize
69.18,33.29,46.57,26.2,64.88,6.82,437.52,sorghum
133.57,64.89,101.55,21.5,60.22,7.01,1019.11,tomato
23.61,104.35,128.07,14.09,39.41,6.98,849.21,grapes
176.7,59.08,151.09,27.86,79.22,6.92,1192.42,banana
96.29,56.02,31.9,19.23,54.64,6.98,521.22,wheat
119.3,46.81,47.94,31.86,47.69,6.46,812.45,maize
40.89,48.99,35.71,35.13,56.0,6.29,754.52,groundnut
119.46,52.42,115.85,22.33,73.52,7.27,1018.35,tomato
49.64,39.99,40.76,25.26,39.84,6.38,675.15,bajra
35.66,38.88,43.3,29.96,51.25,6.55,618.6,sweet_lime
103.05,54.66,35.55,29.92,74.46,6.57,641.18,maize
72.96,25.36,42.04,23.59,59.64,7.79,693.91,bajra
74.02,43.63,39.94,25.13,45.49,7.47,796.11,onion
32.71,28.29,28.86,34.6,61.79,6.21,3116.3,cashew
120.56,38.4,49.78,14.53,58.21,7.55,526.01,wheat
52.67,21.58,40.42,19.28,70.12,6.48,3138.86,ragi
48.53,20.51,34.27,23.12,56.0,6.58,374.29,bajra
37.75,60.13,33.23,22.6,60.98,6.34,463.55,groundnut
106.77,53.24,46.91,18.24,57.32,6.16,472.82,maize
113.01,76.18,114.19,23.44,77.11,7.47,996.14,tomato
100.76,50.62,43.05,26.42,68.75,6.08,576.91,maize
35.72,29.06,52.44,26.11,76.17,5.88,3517.39,mango
114.98,65.65,90.23,30.63,77.05,6.72,593.21,tomato
54.87,22.65,79.03,34.11,68.84,5.43,3321.94,coconut
49.91,22.24,40.99,19.86,81.13,6.45,3286.78,ragi
50.89,78.7,25.79,30.8,74.38,7.05,1146.94,soybean
32.26,40.33,41.92,21.61,66.89,6.05,743.3,groundnut
105.56,72.34,106.9,30.58,50.11,7.64,684.22,tomato
34.4,78.08,41.36,24.25,55.69,7.82,1027.98,soybean
112.16,82.0,70.76,24.61,63.46,6.69,956.21,tomato
106.55,40.64,54.95,25.33,60.98,5.89,734.66,maize
69.43,58.65,57.03,22.11,77.16,6.77,2904.42,rice
34.44,36.86,51.58,31.43,64.37,6.89,847.29,sweet_lime
86.56,55.04,18.09,39.01,46.11,7.58,757.05,cotton
34.9,69.1,63.93,23.55,31.14,8.26,407.34,chickpea
41.27,26.78,37.15,39.18,59.98,8.03,855.56,sweet_lime
163.73,67.42,187.84,33.07,77.68,7.35,1205.46,banana
110.16,50.35,55.96,20.83,45.61,5.94,566.48,maize
84.49,61.19,30.37,26.37,50.78,7.32,757.04,wheat
37.31,25.08,40.03,37.01,73.9,5.95,2716.13,cashew
73.9,50.77,45.34,30.13,51.66,7.45,630.54,onion
44.61,51.08,38.36,22.22,70.7,6.46,827.61,groundnut
